КРИМИРАЛЬНАЯ РОССИЯ РАЗВЯЗКА,#genre#
内心之火2024(美国动作片),https://v.lzcdn25.com/20250314/111_925d415f/index.m3u8
赤血营救2025(大陆动作片),https://v.lzcdn25.com/20250314/112_8fc8777f/index.m3u8
九州千秋令2025(大陆动作片),https://v.lzcdn25.com/20250313/101_6724a2df/index.m3u8
破碎2025(韩国动作片),https://v.lzcdn25.com/20250313/102_2a0c9760/index.m3u8
虎口夺金2025(大陆动作片),https://v.lzcdn25.com/20250313/103_1c79bb62/index.m3u8
★在失落之地2025(德国/加拿大/美国动作片),https://v.lzcdn25.com/20250311/91_17c6c648/index.m3u8
苍月2025(大陆动作片),https://v.lzcdn25.com/20250309/80_bc277431/index.m3u8
哈根2024(德国动作片),https://v.lzcdn25.com/20250309/75_efa2fab3/index.m3u8
大漠孤侠2025(大陆动作片),https://v.lzcdn25.com/20250307/63_f9ce7dd9/index.m3u8
峨眉功夫2025(大陆动作片),https://v.lzcdn25.com/20250307/60_0e092a7e/index.m3u8
瀚海神龙2025(大陆动作片),https://v.lzcdn25.com/20250305/51_2f763729/index.m3u8
边境奇袭2025(墨西哥动作片),https://v.lzcdn25.com/20250305/46_f4053b69/index.m3u8
漫画威龙Ⅱ2025(韩国动作片),https://v.lzcdn25.com/20250301/30_b39bd083/index.m3u8
36总局：势不两立2025(法国动作片),https://v.lzcdn25.com/20250301/31_90e2ce85/index.m3u8
十一人的贼军2024(日本动作片),https://v.lzcdn25.com/20250301/33_9799c03d/index.m3u8
鬼城杀2025(日本动作片),https://v.lzcdn25.com/20250228/21_412ded54/index.m3u8
生死排爆2025(大陆动作片),https://v.lzcdn25.com/20250226/11_f490f07f/index.m3u8
前任杀神2025(美国动作片),https://v.lzcdn25.com/20250226/6_2966ddd8/index.m3u8
特工同盟2024(英国动作片),https://v.cdnlz12.com/20250225/18257_f20ef548/index.m3u8
亚刻奥特曼大电影：超次元大决战！光与暗的亚刻2025(日本动作片),https://v.cdnlz3.com/20250222/34042_22c9d2b4/index.m3u8
天马星空2025(大陆动作片),https://v.cdnlz3.com/20250222/34021_c4e07aa9/index.m3u8
归来的玩命警探2024(日本动作片),https://v.cdnlz3.com/20250222/34019_51eda7e3/index.m3u8
勇闯天下1990【国语】(香港动作片),https://v.cdnlz12.com/20250222/18243_d4ea14ba/index.m3u8
幸运小子1996【国语】(香港动作片),https://v.lzcdn26.com/20250220/10432_f0f022d3/index.m3u8
插翅难飞2025(美国动作片),https://v.cdnlz3.com/20250214/33700_9737db78/index.m3u8
天虎突击队2025(大陆动作片),https://v.cdnlz3.com/20250213/33635_85bccb5a/index.m3u8
绝密战境2025(美国动作片),https://v.cdnlz12.com/20250208/18192_7b4da759/index.m3u8
☆蛟龙行动2025(大陆动作片),https://v.cdnlz12.com/20250204/18185_030cfda6/index.m3u8
无间猎冰2024(大陆动作片),https://v.cdnlz3.com/20250201/33046_2f49c1e1/index.m3u8
误判2024【国语】(香港动作片),https://v.cdnlz12.com/20250131/18183_a5e8965b/index.m3u8
误判2024【粤语】(香港动作片),https://v.cdnlz12.com/20250131/18182_46c93a53/index.m3u8
☆封神第二部：战火西岐2025(大陆动作片),https://v.cdnlz12.com/20250131/18179_84f57a5f/index.m3u8
乌托邦2024(美国动作片),https://v.lzcdn24.com/20250128/17096_e50730bc/index.m3u8
忍者大复仇1983(美国动作片),https://v.lzcdn24.com/20250128/17095_60d671c5/index.m3u8
☆射雕英雄传：侠之大者2025(大陆动作片),https://v.cdnlz12.com/20250131/18177_5d65c1ab/index.m3u8
断毒2025(大陆动作片),https://v.cdnlz3.com/20250130/32967_a1e1de12/index.m3u8
大奉打更人之世间无我这般人2025(大陆动作片),https://v.cdnlz3.com/20250130/32941_a6ebf8be/index.m3u8
笑傲江湖2025【国语】(大陆动作片),https://v.cdnlz3.com/20250128/32912_b3d6e4bc/index.m3u8
笑傲江湖2025【粤语】(大陆动作片),https://v.cdnlz3.com/20250128/32913_04c07fea/index.m3u8
黑白潜行Ⅱ2025【国语】(大陆动作片),https://v.cdnlz3.com/20250125/32828_d80f7780/index.m3u8
黑白潜行Ⅱ2025【粤语】(大陆动作片),https://v.cdnlz3.com/20250125/32829_783ee818/index.m3u8
秦岭诡事之守护者2025(大陆动作片),https://v.cdnlz3.com/20250124/32794_c9ace075/index.m3u8
别碰脏钱2024(韩国动作片),https://v.cdnlz3.com/20250124/32768_c88d1148/index.m3u8
神雕侠侣：问世间2025(大陆动作片),https://v.cdnlz3.com/20250122/32636_2e00fe42/index.m3u8
狙击精英: 背水一战2025(美国动作片),https://v.cdnlz3.com/20250121/32608_6618af6d/index.m3u8
首2023(日本动作片),https://v.cdnlz12.com/20250120/18093_c9c39c5d/index.m3u8
王者天下Ⅳ(日本动作片),https://v.cdnlz3.com/20250115/32306_cff97319/index.m3u8
除匪2025(大陆动作片),https://v.cdnlz3.com/20250112/32154_1035b063/index.m3u8
救命行动2025(法国动作片),https://v.cdnlz3.com/20250111/32135_5268cb83/index.m3u8
鼠王2019(大陆动作片),https://v.cdnlz3.com/20250103/31784_75986da5/index.m3u8
绣春刀：诛邪2024(大陆动作片),https://v.cdnlz3.com/20250102/31767_6617bb87/index.m3u8
棋盘斩2024(日本动作片),https://v.cdnlz3.com/20241230/31623_facf9307/index.m3u8
猎毒者Ⅱ2024(大陆动作片),https://v.cdnlz3.com/20241226/31475_b578d040/index.m3u8
震撼擂台2024(大陆动作片),https://v.cdnlz12.com/20241224/17852_d16339ff/index.m3u8
迎刃而姐2024(印度动作片),https://v.cdnlz3.com/20241223/31344_5def6432/index.m3u8
加油站袭击事件Ⅱ2010(韩国动作片),https://v.lzcdn24.com/20241220/10710_526cc45b/index.m3u8
角斗士Ⅱ2024(英国动作片),https://v.cdnlz3.com/20241223/31332_1861d4ad/index.m3u8
熊猫计划2024(大陆动作片),https://v.cdnlz3.com/20241221/31203_0cb48a47/index.m3u8
卧底：费瑞崛起Ⅱ2024(荷兰/比利时动作片),https://v.cdnlz3.com/20241220/31180_b6711d60/index.m3u8
肮脏天使2024(美国动作片),https://v.lzcdn24.com/20241216/10391_6fffe9e6/index.m3u8
周末狂飙2024(法国动作片),https://v.cdnlz3.com/20241214/30892_4d2a8997/index.m3u8
山鹰2023(乌克兰动作片),https://v.cdnlz3.com/20241214/30876_194e2083/index.m3u8
黑白2016(台湾动作片),https://v.lzcdn24.com/20241214/9735_60338d47/index.m3u8
随身危机2024(美国动作片),https://v.cdnlz3.com/20241213/30852_7abd8667/index.m3u8
恶棍父亲2024(美国动作片),https://v.cdnlz3.com/20241212/30798_4b138a8e/index.m3u8
绝地逃亡2024(大陆动作片),https://v.cdnlz12.com/20241211/17755_84fc2e9f/index.m3u8
火神之力2024(印度动作片),https://v.cdnlz3.com/20241209/30668_e9f4b11d/index.m3u8
枪手2024(美国动作片),https://v.cdnlz12.com/20241207/17743_fb422d1e/index.m3u8
749局2024(大陆动作片),https://v.lzcdn26.com/20241206/357_3f18dac5/index.m3u8
狙击者Ⅱ2024(大陆动作片),https://v.cdnlz3.com/20241205/30461_58f62400/index.m3u8
古董计中计之龙壁之战2024(大陆动作片),https://v.cdnlz3.com/20241205/30460_4a815cae/index.m3u8
热血燃烧2024【国语】(香港动作片),https://v.cdnlz3.com/20241203/30339_9da68513/index.m3u8
命运征服者2024(印度动作片),https://v.cdnlz3.com/20241130/30132_72abb75e/index.m3u8
危机航线2024(香港动作片),https://v.cdnlz3.com/20241129/30106_6d6c7c4f/index.m3u8
狙击者Ⅱ2024(大陆动作片),https://v.cdnlz12.com/20241129/17728_a0a59523/index.m3u8
曼谷战狼2024(泰国动作片),https://v.cdnlz3.com/20241125/29785_d8403566/index.m3u8
绑架游戏2024(大陆动作片),https://v.cdnlz21.com/20241123/2473_e4610bc8/index.m3u8
逆风女车神2024(法国动作片),https://v.cdnlz3.com/20241121/29521_aac79c2b/index.m3u8
倒数回击2023(台湾动作片),https://v.cdnlz21.com/20241121/2465_8e17a28d/index.m3u8
天地拳王2024【国语】(香港动作片),https://v.cdnlz21.com/20241119/2460_286d29e0/index.m3u8
老手Ⅱ2024(韩国动作片),https://v.cdnlz3.com/20241116/29228_ae4dc88c/index.m3u8
末世表盘2024(美国动作片),https://v.cdnlz3.com/20241115/29207_fa7f1967/index.m3u8
杀手游戏2024(美国动作片),https://v.cdnlz3.com/20241115/29204_1da25572/index.m3u8
猎毒行动：终极对决2024(大陆动作片),https://v.cdnlz21.com/20241115/2419_c60f9875/index.m3u8
★惊天大营救2024(大陆动作片),https://v.gsuus.com/play/9b6OYvRd/index.m3u8
基督山伯爵2024(法国动作片),https://v.cdnlz3.com/20241104/28652_a3cb69c4/index.m3u8
机密行动2024(保加利亚动作片),https://v.cdnlz12.com/20241029/17513_dea04bef/index.m3u8
黑雀特工2024【国语】(英国动作片),https://v.cdnlz12.com/20241024/17362_0b0ffd01/index.m3u8
黑雀特工2024【原声】(英国动作片),https://v.cdnlz12.com/20241024/17363_b3f19a50/index.m3u8
狼战2024(大陆动作片),https://v.cdnlz3.com/20241019/28137_fdacb0f7/index.m3u8
香港浴血1992(大陆动作片),https://v.cdnlz19.com/20241016/50297_b58c5528/index.m3u8
独行客1989(大陆动作片),https://v.cdnlz19.com/20241016/50282_7ff2e567/index.m3u8
大泽龙蛇1982(大陆动作片),https://v.cdnlz19.com/20241016/50279_c62e46fe/index.m3u8
多米尼克：凤凰崛起2024(美国动作片),https://v.cdnlz3.com/20241017/28071_d4f4c13d/index.m3u8
叛影浪客2024(印度尼西亚动作片),https://v.cdnlz3.com/20241017/28064_1b323e42/index.m3u8
龙骨遗冢2024(大陆动作片),https://v.cdnlz3.com/20241010/27673_e25ff5e4/index.m3u8
亚兹拉尔2024(爱沙尼亚/美国动作片),https://v.cdnlz12.com/20241007/17307_f4dd954a/index.m3u8
超能公主2024(大陆动作片),https://v.cdnlz12.com/20241006/17290_14aa16d4/index.m3u8
女特警之逆战2024(大陆动作片),https://v.cdnlz12.com/20241002/17227_c72a634b/index.m3u8
赶尽杀绝Ⅱ2024(意大利动作片),https://v.cdnlz12.com/20240929/17195_5dd8c74d/index.m3u8
门前宝地2023(大陆动作片),https://v.cdnlz12.com/20240928/17182_fd1fb74c/index.m3u8
双狼2024(英国动作片),https://v.cdnlz12.com/20240927/17157_1c538a15/index.m3u8
曼谷危情：天堂地狱2024(泰国动作片),https://v.cdnlz12.com/20240926/17141_224da631/index.m3u8
离开已久的英雄2024(美国动作片),https://v.cdnlz12.com/20240926/17137_062b393e/index.m3u8
死侍与金刚狼2024(美国动作片),https://v.cdnlz12.com/20240926/17136_7852cc99/index.m3u8
藏海花之雪夜凶灯2024(大陆动作片),https://v.cdnlz12.com/20240924/17108_e3670e1f/index.m3u8
沙漠白日1970(苏联动作片),https://v.cdnlz19.com/20240922/46125_47dab7de/index.m3u8
传话的人2018(印度尼西亚/澳大利亚/英国/阿联酋),https://v.cdnlz12.com/20240923/17087_4f1c1cc6/index.m3u8
棋盘斩2024(日本动作片),https://v.cdnlz12.com/20240922/17080_0e68f262/index.m3u8
英叔归来：囚灵2024(大陆动作片),https://v.cdnlz12.com/20240919/17041_f7229c86/index.m3u8
父女特工2020(美国动作片),https://v.cdnlz12.com/20240919/17028_0643dfad/index.m3u8
双重智脑2024(印度动作片),https://v.cdnlz12.com/20240916/16973_37aedfc8/index.m3u8
血战丛林1989(大陆动作片),https://v.cdnlz19.com/20240914/44729_7a57ea99/index.m3u8
神鞭1986(大陆动作片),https://v.cdnlz19.com/20240914/44724_e240f2d8/index.m3u8
乱世英雄乱世情【国语】1986(香港动作片),https://v.cdnlz19.com/20240914/44717_99bb1e3c/index.m3u8
镖行天下之走单骑2007(大陆动作片),https://v.cdnlz19.com/20240914/44705_3ad1b70e/index.m3u8
镖行天下之天下镖局2007(大陆动作片),https://v.cdnlz19.com/20240914/44704_250de177/index.m3u8
镖行天下之桃花劫2007(大陆动作片),https://v.cdnlz19.com/20240914/44703_ebbfb58c/index.m3u8
镖行天下之神武大炮2007(大陆动作片),https://v.cdnlz19.com/20240914/44702_573bf337/index.m3u8
镖行天下之深宅大院2007(大陆动作片),https://v.cdnlz19.com/20240914/44701_9771bb7d/index.m3u8
镖行天下之七星端砚2007(大陆动作片),https://v.cdnlz19.com/20240914/44700_c7ae38c4/index.m3u8
镖行天下之牡丹阁2007(大陆动作片),https://v.cdnlz19.com/20240914/44699_03ac7bdb/index.m3u8
镖行天下之瞒天过海2007(大陆动作片),https://v.cdnlz19.com/20240914/44698_5f3359f9/index.m3u8
镖行天下之龙骑禁军2007(大陆动作片),https://v.cdnlz19.com/20240914/44697_72723b2e/index.m3u8
镖行天下之风云际会2007(大陆动作片),https://v.cdnlz19.com/20240914/44696_7c5cfc97/index.m3u8
镖行天下前传之终极任务2010(大陆动作片),https://v.cdnlz19.com/20240914/44695_f29a7ef2/index.m3u8
镖行天下前传之四百里加急2010(大陆动作片),https://v.cdnlz19.com/20240914/44694_9cb385f4/index.m3u8
镖行天下前传之燃眉危机2010(大陆动作片),https://v.cdnlz19.com/20240914/44693_c3a08c2a/index.m3u8
镖行天下前传之库丁之谜2010(大陆动作片),https://v.cdnlz19.com/20240914/44692_b3b089c0/index.m3u8
镖行天下前传之决战天涯2010(大陆动作片),https://v.cdnlz19.com/20240914/44691_486cd77d/index.m3u8
镖行天下前传之虎口夺镖2010(大陆动作片),https://v.cdnlz19.com/20240914/44690_f8ed819e/index.m3u8
镖行天下前传之烽火辽东2010(大陆动作片),https://v.cdnlz19.com/20240914/44689_a9b9ceec/index.m3u8
镖行天下前传之编外人选2010(大陆动作片),https://v.cdnlz19.com/20240914/44688_453d1a53/index.m3u8
黑带出勤中2024(韩国动作片),https://v.cdnlz12.com/20240913/16907_a5f03a1a/index.m3u8
猎犬行动2024(马耳他/美国),https://v.cdnlz12.com/20240913/16906_1f7fff80/index.m3u8
扎职Ⅲ【国语】2024(香港动作片),https://v.cdnlz12.com/20240913/16902_81340896/index.m3u8
扎职Ⅲ【粤语】2024(香港动作片),https://v.cdnlz12.com/20240913/16901_d130c842/index.m3u8
因果报应2024(印度动作片),https://v.cdnlz20.com/20240911/11514_0b5656cc/index.m3u8
特殊替身2024(大陆动作片),https://v.cdnlz12.com/20240909/16842_7355e4ec/index.m3u8
叛军岭2024(美国动作片),https://v.cdnlz12.com/20240906/16806_d09fd77b/index.m3u8
讨债人2024(泰国动作片),https://v.cdnlz12.com/20240906/16797_b4a972d7/index.m3u8
税金马车2024(大陆动作片),https://v.cdnlz21.com/20240905/1947_6b046792/index.m3u8
一箭穿心2024(大陆动作片),https://v.cdnlz21.com/20240905/1946_a321ae6f/index.m3u8
复仇：消不去的伤痕1997(日本动作片),https://v.cdnlz12.com/20240903/16747_4d9aed51/index.m3u8
复仇：命运的访问者1997(日本动作片),https://v.cdnlz12.com/20240901/16730_f674f561/index.m3u8
救夫越狱记2024(印度动作片),https://v.cdnlz12.com/20240901/16727_7e1110c6/index.m3u8
极海迷窟2024(大陆动作片),https://v.cdnlz12.com/20240901/16726_81fe9259/index.m3u8
无主之地2024(美国动作片),https://v.cdnlz12.com/20240831/16723_e77389cd/index.m3u8
传说2024(大陆动作片),https://v.cdnlz12.com/20240830/16697_d1fb36a3/index.m3u8
异人之下电影版2024(大陆动作片),https://v.cdnlz12.com/20240830/16696_93d65fce/index.m3u8
因果报应2024(印度动作片),https://v.cdnlz21.com/20240829/1815_2ca925d9/index.m3u8
拉扬2024(印度动作片),https://v.cdnlz12.com/20240829/16677_7f4438c0/index.m3u8
回到野人沙滩1998(美国动作片),https://v.cdnlz19.com/20240828/41940_7d915e0e/index.m3u8
怒火12小时2024(大陆动作片),https://v.cdnlz12.com/20240828/16635_14b4c6bf/index.m3u8
逃脱2024(韩国动作片),https://v.cdnlz12.com/20240827/16615_7d01d5c3/index.m3u8
猛虎Ⅲ2023(美国动作片),https://v.cdnlz12.com/20240825/16600_104a3a1f/index.m3u8
喋血双雄2024(美国动作片),https://v.cdnlz12.com/20240824/16587_ae118a33/index.m3u8
黑天使Ⅱ1999(日本动作片),https://v.cdnlz12.com/20240823/16562_ea487c5b/index.m3u8
帅哥们2024(韩国动作片),https://v.cdnlz12.com/20240822/16550_a2c7708a/index.m3u8
打黑2024(大陆动作片),https://v.cdnlz12.com/20240822/16525_aaee1545/index.m3u8
钻石女王2024(英国动作片),https://v.cdnlz12.com/20240822/16517_cf4c8c3b/index.m3u8
天道王2020(大陆动作片),https://v.cdnlz12.com/20240821/16506_34b65a03/index.m3u8
红右手2024(美国动作片),https://v.cdnlz12.com/20240819/16490_2fb29d99/index.m3u8
复仇长官2024(美国动作片),https://v.cdnlz12.com/20240819/16482_117a208e/index.m3u8
同盟2024(美国动作片),https://v.cdnlz12.com/20240816/16450_7a6d1e31/index.m3u8
堕落天使Ⅱ：和平卫士2023(美国动作片),https://v.cdnlz12.com/20240812/16380_12d1b7cd/index.m3u8
印度英雄Ⅱ2024(印度动作片),https://v.cdnlz12.com/20240812/16343_b4ea6225/index.m3u8
极速战警之毒暴2024(大陆动作片),https://v.cdnlz12.com/20240811/16340_958f0af8/index.m3u8
热血杀手2024(大陆动作片),https://v.cdnlz3.com/20240811/25514_e6992ead/index.m3u8
冰雪大围捕2024(大陆动作片),https://v.cdnlz3.com/20240811/25512_96d18a38/index.m3u8
跨界任务2024(韩国动作片),https://v.cdnlz21.com/20240811/1457_9bbadbac/index.m3u8
热血天使2024(大陆动作片),https://v.cdnlz12.com/20240810/16302_eb141faf/index.m3u8
大明锦衣之暗夜风云2019(大陆动作片),https://v.cdnlz12.com/20240809/16300_decc9406/index.m3u8
跨界任务2024(韩国动作片),https://v.cdnlz21.com/20240809/1366_575e1f8b/index.m3u8
海关战线2024(香港动作片),https://v.cdnlz21.com/20240809/1366_575e1f8b/index.m3u8
快人一步2024(美国动作片),https://v.cdnlz3.com/20240808/25426_aac2a913/index.m3u8
沙漠袭击2019(动作片),https://v.cdnlz12.com/20240805/16217_0aed81b2/index.m3u8
醉后一拳2024(大陆动作片),https://v.cdnlz12.com/20240803/16179_6cd1d337/index.m3u8
杀戮列车2024(印度动作片),https://v.cdnlz12.com/20240731/16103_2f49fc20/index.m3u8
殊死一搏2024(大陆动作片),https://v.cdnlz3.com/20240731/25178_f37a1fec/index.m3u8
末路老奶2024(瑞士/美国动作片),https://v.cdnlz3.com/20240730/25177_45967119/index.m3u8
哪吒·魔童归来2024(大陆动作片),https://v.cdnlz21.com/20240730/1277_4404b960/index.m3u8
谜误2024(大陆动作片),https://v.cdnlz12.com/20240728/16008_826f9f15/index.m3u8
龙拳小子Ⅱ2024(大陆动作片),https://v.cdnlz3.com/20240728/25131_1713af6b/index.m3u8
谈判专家(西班牙动作片),https://v.cdnlz3.com/20240728/25121_b8742cf4/index.m3u8
赊刀人2024(大陆动作片),https://v.cdnlz12.com/20240727/15983_8491d7c8/index.m3u8
小李飞刀1979(台湾动作片),https://v.cdnlz19.com/20240725/40097_9bc48253/index.m3u8
东哥闯东北2024(大陆动作片),https://v.cdnlz12.com/20240725/15933_6c695a43/index.m3u8
寻龙迷棺2024(大陆动作片),https://v.cdnlz12.com/20240724/15916_d11e4905/index.m3u8
孤胆2024(大陆动作片),https://v.cdnlz3.com/20240724/25030_1bfabf08/index.m3u8
蝶影救赎2024(大陆动作片),https://v.cdnlz3.com/20240724/25029_42f83245/index.m3u8
觅渡2023(大陆动作片),https://v.cdnlz12.com/20240723/15893_83c8bdcb/index.m3u8
血悬棺2024(大陆动作片),https://v.cdnlz12.com/20240723/15886_8422ae14/index.m3u8
绝地战警：生死与共2024(美国动作片),https://v.cdnlz3.com/20240723/25007_09d03c4d/index.m3u8
柔板2023(意大利动作片),https://v.cdnlz3.com/20240721/24962_96294deb/index.m3u8
我的间谍Ⅱ：永恒之城2024(美国动作片),https://v.cdnlz3.com/20240718/24909_2079a12e/index.m3u8
寒鸦2023(英国动作片),https://v.cdnlz3.com/20240714/24787_407b0503/index.m3u8
因果报应2024(印度动作片),https://v.cdnlz12.com/20240713/15666_0e355972/index.m3u8
星光继承者：公主反叛联盟2024(美国动作片),https://v.cdnlz12.com/20240713/15664_c41218b7/index.m3u8
亡命赌注2024(印度动作片),https://v.cdnlz12.com/20240712/15651_74ffad51/index.m3u8
泪眼煞星1987(日本动作片),https://v.cdnlz12.com/20240711/15639_551e14ed/index.m3u8
呼吸2024(美国动作片),https://v.cdnlz3.com/20240710/24667_ec136eec/index.m3u8
双马连环1979(香港动作片),https://v.cdnlz19.com/20240710/38866_d6becb95/index.m3u8
护花铃1979(台湾动作片),https://v.cdnlz19.com/20240710/38862_ff2a8d25/index.m3u8
延迟2024(美国动作片),https://v.cdnlz3.com/20240710/24657_fa507321/index.m3u8
猩球崛起：新世界2024(美国动作片),https://v.cdnlz21.com/20240709/833_6aabfa52/index.m3u8
芭提雅猎杀2024(泰国动作片),https://v.cdnlz12.com/20240708/15537_f4a94e47/index.m3u8
异域狼孩2024(大陆动作片),https://v.cdnlz3.com/20240706/24577_1a544025/index.m3u8
比佛利山超级警探Ⅳ2024(美国动作片),https://v.cdnlz12.com/20240703/15470_b2006b50/index.m3u8
硬汉狙击2024(大陆动作片),https://v.cdnlz12.com/20240702/15460_76a850cd/index.m3u8
犯罪都市Ⅳ(韩国动作片),https://v.cdnlz21.com/20240701/790_6dc95607/index.m3u8
扫黑·决不放弃2024(大陆动作片),https://v.cdnlz21.com/20240630/778_d97184f1/index.m3u8
海云台2009(韩国动作片),https://v.cdnlz12.com/20240629/15426_db25c38d/index.m3u8
浴血狙击2024(大陆动作片),https://v.cdnlz12.com/20240629/15425_2d628948/index.m3u8
关中诡事之雾隐藏棺2024(大陆动作片),,https://v.cdnlz3.com/20240626/24147_0f6e311b/index.m3u8
疯狂的麦克斯：狂暴女神2024(澳大利亚/美国动作片),https://v.cdnlz12.com/20240625/15393_1d2424e9/index.m3u8
特遣侦查2024(美国动作片),https://v.cdnlz12.com/20240625/15392_0a4a3c0b/index.m3u8
黑暗森林2024(大陆动作片),https://v.cdnlz3.com/20240624/24043_09b2f996/index.m3u8
空军一号坠落2024(美国动作片),https://v.cdnlz21.com/20240623/702_aa876083/index.m3u8
狙击精英之纳米危机2024(大陆动作片),https://v.cdnlz12.com/20240622/15377_f5de5a6d/index.m3u8
伤痕累累2024(美国动作片),https://v.cdnlz12.com/20240622/15373_c9034b8f/index.m3u8
触发警报2024(美国动作片),https://v.cdnlz12.com/20240621/15348_367514f6/index.m3u8
九龙城寨之围城【国语】2024(香港动作片),https://v.cdnlz3.com/20240621/23931_0923f192/index.m3u8
九龙城寨之围城【粤语】2024(香港动作片),https://v.cdnlz12.com/20240621/15286_3ea699af/index.m3u8
狄仁杰之大幻术师2024(大陆动作片),https://v.cdnlz12.com/20240616/15217_7ae3eaf3/index.m3u8
战心时刻2024(大陆动作片),https://v.cdnlz12.com/20240616/15216_66451ef1/index.m3u8
维和防暴队2024(大陆动作片),https://v.cdnlz3.com/20240613/23684_2cfccdbc/index.m3u8
制暴2024(大陆动作片),https://v.cdnlz12.com/20240606/15025_020a279f/index.m3u8
动作巨星Ⅱ2024(美国动作片),https://v.cdnlz12.com/20240604/14951_46e5fadc/index.m3u8
特技狂人2024(美国动作片),https://v.cdnlz12.com/20240603/14932_2ee7b764/index.m3u8
少林僵尸天极(香港动作片),https://v.cdnlz21.com/20240602/380_92fb746a/index.m3u8
仿生超极限(其它动作片),https://v.cdnlz12.com/20240602/14887_40bbd784/index.m3u8
西部狂野(大陆动作片),https://v.cdnlz19.com/20240528/34942_aff0e7d0/index.m3u8
达摩祖师(香港动作片),https://v.cdnlz19.com/20240528/34943_1e06cd0a/index.m3u8
绝命狙击(大陆动作片),https://v.cdnlz3.com/20240529/23459_8463c348/index.m3u8
绝杀招式(美国动作片),https://v.cdnlz3.com/20240528/23369_87901ffa/index.m3u8
风速极战(大陆动作片),https://v.cdnlz3.com/20240526/23287_e7a79ef6/index.m3u8
变体(大陆动作片),https://v.cdnlz3.com/20240525/23241_d2f854e9/index.m3u8
美国内战(英国动作片),https://v.cdnlz12.com/20240524/14694_0957b5db/index.m3u8
异星战境(美国动作片),https://v.cdnlz3.com/20240524/23214_432fde52/index.m3u8
灭世男孩(其它动作片),https://v.cdnlz12.com/20240523/14628_d8351e19/index.m3u8
暗影守卫(美国动作片),https://v.cdnlz12.com/20240523/14611_172fdd4e/index.m3u8
借命人(大陆动作片),https://v.cdnlz3.com/20240522/23187_254af2b0/index.m3u8
越域重生(美国动作片),https://v.cdnlz12.com/20240515/14253_a3c2602b/index.m3u8
盟军敢死队(美国动作片),https://v.cdnlz12.com/20240513/14178_b6f0cf61/index.m3u8
杀杀人、跳跳舞粤语(香港动作片),https://v.cdnlz19.com/20240510/33314_c55c7a29/index.m3u8
杀杀人、跳跳舞国语(香港动作片),https://v.cdnlz19.com/20240510/33311_cc2a1ee6/index.m3u8
怒火战猴(美国动作片),https://v.cdnlz12.com/20240511/14099_8769a7bc/index.m3u8
火星特快(法国动作片),https://v.cdnlz12.com/20240510/14027_88e8450d/index.m3u8
长风万里2024(大陆动作片),https://v.cdnlz12.com/20240505/13800_7647163e/index.m3u8
嬉笑神功(大陆动作片),https://v.cdnlz19.com/20240430/31854_3a29def4/index.m3u8
猎毒风云(大陆动作片),https://v.cdnlz2.com/20240428/30676_4e3fad55/index.m3u8
火之谜(美国动作片),https://v.cdnlz2.com/20240426/30616_455eabf9/index.m3u8
城市猎人2024(日本动作片),https://v.cdnlz2.com/20240425/30547_d87abc86/index.m3u8
迷雾刺杀(大陆动作片),https://v.cdnlz2.com/20240424/30484_067831d6/index.m3u8
铁镖(大陆动作片),https://v.cdnlz2.com/20240424/30483_04745770/index.m3u8
史前怪兽(大陆动作片),https://v.cdnlz2.com/20240422/30367_59a18f5a/index.m3u8
摩天楼(韩国动作片),https://v.cdnlz20.com/20240421/4121_9d02307a/index.m3u8
漫画威龙之大话特务(韩国动作片),https://v.cdnlz20.com/20240421/4120_3dea99c7/index.m3u8
市民德熙(韩国动作片),https://v.cdnlz2.com/20240421/30310_0da044b0/index.m3u8
绣春刀：无间炼狱(大陆动作片),https://v.cdnlz2.com/20240420/30251_dfe0d891/index.m3u8
孤高2023(日本动作片),https://v.cdnlz2.com/20240419/30159_d42b7c43/index.m3u8
哈奴曼2024(印度动作片),https://v.cdnlz2.com/20240418/30096_f884a9d5/index.m3u8
米勒上尉(印度动作片),https://v.cdnlz19.com/20240414/27267_a73d4c60/index.m3u8
一眉归来(大陆动作片),https://v.cdnlz2.com/20240416/30000_5f399dea/index.m3u8
端溪奇案(大陆动作片),https://v.cdnlz2.com/20240416/29991_4a5d5f7e/index.m3u8
预知感能上(韩国动作片),https://vip.lzcdn2.com/20220407/2501_c155dcd3/index.m3u8
预知感能下(韩国动作片),https://vip.lzcdn2.com/20220407/2610_8ff9fb5f/index.m3u8
格杀令(香港动作片),https://vip.lzcdn2.com/20220408/2657_ab1de36e/index.m3u8
破毒行动(大陆动作片),https://v.cdnlz2.com/20240410/29736_e572e28a/index.m3u8
危险证据(大陆动作片),https://v.cdnlz2.com/20240410/29735_d7e88df6/index.m3u8
落花洞新娘(大陆动作片),https://v.cdnlz2.com/20240409/29671_0b44e8db/index.m3u8
复仇杀神(美国动作片),https://v.cdnlz12.com/20240406/13669_6a7d9960/index.m3u8
幻影战士2024(英国动作片),https://v.cdnlz12.com/20240406/13668_190f1864/index.m3u8
三个火枪手：米莱迪(法国动作片),https://v.cdnlz2.com/20240405/29499_8d88d2b1/index.m3u8
蝶影2024(大陆动作片),https://v.cdnlz12.com/20240402/13644_86b7bcea/index.m3u8
天坑鹰猎2024(大陆动作片),https://v.cdnlz2.com/20240402/29313_f27ca522/index.m3u8
